MAG	recipient	outcome	Recipient	transplant_sample	FMT Method	transplant_mean_cov_Q2Q3	AST_count_detec	AST_frac_detec	AUS_count_detec	AUS_frac_detec	BAN_count_detec	BAN_frac_detec	CAN_count_detec	CAN_frac_detec	CHI_count_detec	CHI_frac_detec	DEN_count_detec	DEN_frac_detec	ENG_count_detec	ENG_frac_detec	ETH_count_detec	ETH_frac_detec	FIJ_count_detec	FIJ_frac_detec	ISR_count_detec	ISR_frac_detec	ITA_count_detec	ITA_frac_detec	MAD_count_detec	MAD_frac_detec	MON_count_detec	MON_frac_detec	PER_count_detec	PER_frac_detec	SPA_count_detec	SPA_frac_detec	TAN_count_detec	TAN_frac_detec	USA_count_detec	USA_frac_detec
DB_MAG_00035	R02	no_colonization	R02	DB_D_11	colonoscopy	11.5207793431	37.0	0.24183006535947715	6.0	0.5	1.0	0.03571428571428571	8.0	0.3478260869565217	44.0	0.23404255319148934	137.0	0.4823943661971831	75.0	0.35545023696682465	3.0	0.6	11.0	0.06395348837209303	132.0	0.3975903614457832	0.0	0.0	39.0	0.3482142857142857	19.0	0.17272727272727273	9.0	0.25	46.0	0.2911392405063291	0.0	0.0	33.0	0.2704918032786885
DB_MAG_00036	R02	no_colonization	R02	DB_D_11	colonoscopy	31.738340488400002	13.0	0.08496732026143791	1.0	0.08333333333333333	0.0	0.0	5.0	0.21739130434782608	6.0	0.031914893617021274	31.0	0.10915492957746477	32.0	0.15165876777251186	1.0	0.2	10.0	0.05813953488372092	53.0	0.15963855421686746	3.0	0.2727272727272727	14.0	0.125	4.0	0.03636363636363636	2.0	0.05555555555555555	8.0	0.05063291139240506	4.0	0.14814814814814814	11.0	0.09016393442622953
DB_MAG_00036	R05	no_colonization	R05	DB_D_07	pill	9.47689144451	13.0	0.08496732026143791	1.0	0.08333333333333333	0.0	0.0	5.0	0.21739130434782608	6.0	0.031914893617021274	31.0	0.10915492957746477	32.0	0.15165876777251186	1.0	0.2	10.0	0.05813953488372092	53.0	0.15963855421686746	3.0	0.2727272727272727	14.0	0.125	4.0	0.03636363636363636	2.0	0.05555555555555555	8.0	0.05063291139240506	4.0	0.14814814814814814	11.0	0.09016393442622953
DB_MAG_00037	R02	no_colonization	R02	DB_D_11	colonoscopy	0.71455080928	68.0	0.4444444444444444	1.0	0.08333333333333333	0.0	0.0	11.0	0.4782608695652174	7.0	0.03723404255319149	61.0	0.2147887323943662	58.0	0.2748815165876777	0.0	0.0	0.0	0.0	37.0	0.11144578313253012	3.0	0.2727272727272727	0.0	0.0	8.0	0.07272727272727272	0.0	0.0	46.0	0.2911392405063291	0.0	0.0	53.0	0.4344262295081967
DB_MAG_00039	R02	no_colonization	R02	DB_D_11	colonoscopy	15.8643900085	69.0	0.4509803921568628	3.0	0.25	0.0	0.0	13.0	0.5652173913043478	49.0	0.26063829787234044	162.0	0.5704225352112676	127.0	0.6018957345971564	2.0	0.4	13.0	0.0755813953488372	205.0	0.6174698795180723	1.0	0.09090909090909093	18.0	0.16071428571428573	55.0	0.5	26.0	0.7222222222222222	60.0	0.37974683544303794	8.0	0.2962962962962963	43.0	0.3524590163934426
DB_MAG_00041	R02	no_colonization	R02	DB_D_11	colonoscopy	1.5941545894100002	10.0	0.06535947712418301	1.0	0.08333333333333333	0.0	0.0	6.0	0.2608695652173913	33.0	0.17553191489361702	18.0	0.06338028169014084	7.0	0.03317535545023697	0.0	0.0	0.0	0.0	39.0	0.11746987951807228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.08860759493670886	0.0	0.0	6.0	0.049180327868852465
DB_MAG_00041	R04	no_colonization	R04	DB_D_13	pill	0.6748984085359999	10.0	0.06535947712418301	1.0	0.08333333333333333	0.0	0.0	6.0	0.2608695652173913	33.0	0.17553191489361702	18.0	0.06338028169014084	7.0	0.03317535545023697	0.0	0.0	0.0	0.0	39.0	0.11746987951807228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.08860759493670886	0.0	0.0	6.0	0.049180327868852465
DB_MAG_00043	R02	no_colonization	R02	DB_D_11	colonoscopy	27.744716399	69.0	0.4509803921568628	10.0	0.8333333333333334	0.0	0.0	15.0	0.6521739130434783	55.0	0.2925531914893617	198.0	0.6971830985915493	139.0	0.6587677725118484	4.0	0.8	0.0	0.0	200.0	0.6024096385542169	2.0	0.18181818181818185	16.0	0.14285714285714285	21.0	0.19090909090909086	3.0	0.08333333333333333	71.0	0.4493670886075949	3.0	0.1111111111111111	66.0	0.5409836065573771
DB_MAG_00043	R04	no_colonization	R04	DB_D_13	pill	5.7000802301	69.0	0.4509803921568628	10.0	0.8333333333333334	0.0	0.0	15.0	0.6521739130434783	55.0	0.2925531914893617	198.0	0.6971830985915493	139.0	0.6587677725118484	4.0	0.8	0.0	0.0	200.0	0.6024096385542169	2.0	0.18181818181818185	16.0	0.14285714285714285	21.0	0.19090909090909086	3.0	0.08333333333333333	71.0	0.4493670886075949	3.0	0.1111111111111111	66.0	0.5409836065573771
DB_MAG_00043	R05	no_colonization	R05	DB_D_07	pill	12.3775910793	69.0	0.4509803921568628	10.0	0.8333333333333334	0.0	0.0	15.0	0.6521739130434783	55.0	0.2925531914893617	198.0	0.6971830985915493	139.0	0.6587677725118484	4.0	0.8	0.0	0.0	200.0	0.6024096385542169	2.0	0.18181818181818185	16.0	0.14285714285714285	21.0	0.19090909090909086	3.0	0.08333333333333333	71.0	0.4493670886075949	3.0	0.1111111111111111	66.0	0.5409836065573771
DB_MAG_00044	R01	no_colonization	R01	DB_D_08	colonoscopy	12.0966294549	15.0	0.09803921568627452	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	9.0	0.04787234042553192	18.0	0.06338028169014084	16.0	0.07582938388625593	5.0	1.0	0.0	0.0	63.0	0.1897590361445783	0.0	0.0	4.0	0.03571428571428571	0.0	0.0	4.0	0.1111111111111111	15.0	0.0949367088607595	19.0	0.7037037037037037	2.0	0.016393442622950817
DB_MAG_00044	R02	no_colonization	R02	DB_D_11	colonoscopy	7.6093397534200005	15.0	0.09803921568627452	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	9.0	0.04787234042553192	18.0	0.06338028169014084	16.0	0.07582938388625593	5.0	1.0	0.0	0.0	63.0	0.1897590361445783	0.0	0.0	4.0	0.03571428571428571	0.0	0.0	4.0	0.1111111111111111	15.0	0.0949367088607595	19.0	0.7037037037037037	2.0	0.016393442622950817
DB_MAG_00049	R01	no_colonization	R01	DB_D_08	colonoscopy	4.5464957153	26.0	0.16993464052287582	1.0	0.08333333333333333	0.0	0.0	9.0	0.39130434782608703	6.0	0.031914893617021274	128.0	0.4507042253521127	76.0	0.36018957345971564	0.0	0.0	0.0	0.0	109.0	0.32831325301204817	0.0	0.0	4.0	0.03571428571428571	0.0	0.0	11.0	0.3055555555555556	18.0	0.1139240506329114	9.0	0.3333333333333333	7.0	0.05737704918032788
DB_MAG_00049	R02	no_colonization	R02	DB_D_11	colonoscopy	2.7162028032	26.0	0.16993464052287582	1.0	0.08333333333333333	0.0	0.0	9.0	0.39130434782608703	6.0	0.031914893617021274	128.0	0.4507042253521127	76.0	0.36018957345971564	0.0	0.0	0.0	0.0	109.0	0.32831325301204817	0.0	0.0	4.0	0.03571428571428571	0.0	0.0	11.0	0.3055555555555556	18.0	0.1139240506329114	9.0	0.3333333333333333	7.0	0.05737704918032788
DB_MAG_00060	R02	no_colonization	R02	DB_D_11	colonoscopy	5.99228013198	75.0	0.4901960784313725	8.0	0.6666666666666666	0.0	0.0	9.0	0.39130434782608703	82.0	0.4361702127659575	180.0	0.6338028169014085	118.0	0.5592417061611374	4.0	0.8	4.0	0.02325581395348837	236.0	0.7108433734939759	3.0	0.2727272727272727	28.0	0.25	37.0	0.3363636363636364	4.0	0.1111111111111111	81.0	0.5126582278481012	4.0	0.14814814814814814	53.0	0.4344262295081967
DB_MAG_00065	R02	no_colonization	R02	DB_D_11	colonoscopy	67.75423285689999	37.0	0.24183006535947715	4.0	0.3333333333333333	0.0	0.0	3.0	0.13043478260869565	43.0	0.22872340425531915	82.0	0.2887323943661972	47.0	0.2227488151658768	3.0	0.6	14.0	0.08139534883720931	114.0	0.3433734939759036	2.0	0.18181818181818185	61.0	0.5446428571428571	19.0	0.17272727272727273	2.0	0.05555555555555555	19.0	0.12025316455696206	0.0	0.0	14.0	0.11475409836065575
DB_MAG_00069	R01	no_colonization	R01	DB_D_08	colonoscopy	1.32790966184	35.0	0.2287581699346405	5.0	0.4166666666666667	0.0	0.0	0.0	0.0	14.0	0.07446808510638298	13.0	0.045774647887323945	53.0	0.25118483412322273	1.0	0.2	0.0	0.0	14.0	0.042168674698795185	0.0	0.0	28.0	0.25	0.0	0.0	0.0	0.0	10.0	0.06329113924050632	0.0	0.0	6.0	0.049180327868852465
DB_MAG_00069	R02	no_colonization	R02	DB_D_11	colonoscopy	2.32325116694	35.0	0.2287581699346405	5.0	0.4166666666666667	0.0	0.0	0.0	0.0	14.0	0.07446808510638298	13.0	0.045774647887323945	53.0	0.25118483412322273	1.0	0.2	0.0	0.0	14.0	0.042168674698795185	0.0	0.0	28.0	0.25	0.0	0.0	0.0	0.0	10.0	0.06329113924050632	0.0	0.0	6.0	0.049180327868852465
DB_MAG_00073	R01	no_colonization	R01	DB_D_08	colonoscopy	12.5128020132	1.0	0.006535947712418301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.014084507042253518	6.0	0.02843601895734597	0.0	0.0	0.0	0.0	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	2.0	0.016393442622950817
DB_MAG_00073	R02	no_colonization	R02	DB_D_11	colonoscopy	2.86886217202	1.0	0.006535947712418301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.014084507042253518	6.0	0.02843601895734597	0.0	0.0	0.0	0.0	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	2.0	0.016393442622950817
DB_MAG_00073	R04	no_colonization	R04	DB_D_13	pill	6.52262151764	1.0	0.006535947712418301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.014084507042253518	6.0	0.02843601895734597	0.0	0.0	0.0	0.0	1.0	0.0030120481927710845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.006329113924050633	0.0	0.0	2.0	0.016393442622950817
DB_MAG_00078	R02	no_colonization	R02	DB_D_11	colonoscopy	2.4313089359799998	57.0	0.3725490196078432	9.0	0.75	2.0	0.07142857142857142	19.0	0.8260869565217391	105.0	0.5585106382978723	209.0	0.7359154929577465	119.0	0.5639810426540285	5.0	1.0	12.0	0.06976744186046513	258.0	0.7771084337349398	2.0	0.18181818181818185	34.0	0.3035714285714285	104.0	0.9454545454545454	19.0	0.5277777777777778	75.0	0.4746835443037974	17.0	0.6296296296296297	76.0	0.6229508196721312
DB_MAG_00079	R01	no_colonization	R01	DB_D_08	colonoscopy	5.87603871042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.007042253521126761	2.0	0.009478672985781993	1.0	0.2	2.0	0.011627906976744186	3.0	0.009036144578313251	0.0	0.0	3.0	0.026785714285714284	0.0	0.0	12.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.008196721311475409
DB_MAG_00079	R02	no_colonization	R02	DB_D_11	colonoscopy	9.6773265411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.007042253521126761	2.0	0.009478672985781993	1.0	0.2	2.0	0.011627906976744186	3.0	0.009036144578313251	0.0	0.0	3.0	0.026785714285714284	0.0	0.0	12.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.008196721311475409
DB_MAG_00079	R04	no_colonization	R04	DB_D_13	pill	10.5558205535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.007042253521126761	2.0	0.009478672985781993	1.0	0.2	2.0	0.011627906976744186	3.0	0.009036144578313251	0.0	0.0	3.0	0.026785714285714284	0.0	0.0	12.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.008196721311475409
DB_MAG_00079	R05	no_colonization	R05	DB_D_07	pill	3.7832287405800002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.007042253521126761	2.0	0.009478672985781993	1.0	0.2	2.0	0.011627906976744186	3.0	0.009036144578313251	0.0	0.0	3.0	0.026785714285714284	0.0	0.0	12.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.008196721311475409
DB_MAG_00082	R01	no_colonization	R01	DB_D_08	colonoscopy	33.894859354	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0053191489361702135	5.0	0.017605633802816902	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	4.0	0.012048192771084338	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	7.0	0.19444444444444445	6.0	0.0379746835443038	0.0	0.0	4.0	0.032786885245901634
DB_MAG_00082	R02	no_colonization	R02	DB_D_11	colonoscopy	33.169504785	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0053191489361702135	5.0	0.017605633802816902	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	4.0	0.012048192771084338	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	7.0	0.19444444444444445	6.0	0.0379746835443038	0.0	0.0	4.0	0.032786885245901634
DB_MAG_00082	R04	no_colonization	R04	DB_D_13	pill	26.4690305552	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0053191489361702135	5.0	0.017605633802816902	3.0	0.014218009478672985	0.0	0.0	0.0	0.0	4.0	0.012048192771084338	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	7.0	0.19444444444444445	6.0	0.0379746835443038	0.0	0.0	4.0	0.032786885245901634
DB_MAG_00083	R01	no_colonization	R01	DB_D_08	colonoscopy	3.65553167768	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340424	12.0	0.04225352112676056	9.0	0.04265402843601896	0.0	0.0	4.0	0.02325581395348837	17.0	0.05120481927710843	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	4.0	0.1111111111111111	1.0	0.006329113924050633	0.0	0.0	0.0	0.0
DB_MAG_00083	R02	no_colonization	R02	DB_D_11	colonoscopy	10.047528806799999	3.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.010638297872340424	12.0	0.04225352112676056	9.0	0.04265402843601896	0.0	0.0	4.0	0.02325581395348837	17.0	0.05120481927710843	0.0	0.0	2.0	0.017857142857142856	0.0	0.0	4.0	0.1111111111111111	1.0	0.006329113924050633	0.0	0.0	0.0	0.0
DB_MAG_00084	R02	no_colonization	R02	DB_D_11	colonoscopy	73.58066619649999	39.0	0.2549019607843137	3.0	0.25	2.0	0.07142857142857142	4.0	0.17391304347826084	49.0	0.26063829787234044	76.0	0.2676056338028169	44.0	0.20853080568720375	2.0	0.4	23.0	0.13372093023255813	65.0	0.19578313253012047	2.0	0.18181818181818185	35.0	0.3125	30.0	0.2727272727272727	19.0	0.5277777777777778	23.0	0.14556962025316456	9.0	0.3333333333333333	8.0	0.06557377049180327
DB_MAG_00085	R01	no_colonization	R01	DB_D_08	colonoscopy	16.474196713399998	7.0	0.0457516339869281	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	6.0	0.031914893617021274	32.0	0.11267605633802814	23.0	0.10900473933649288	0.0	0.0	4.0	0.02325581395348837	52.0	0.1566265060240964	0.0	0.0	4.0	0.03571428571428571	1.0	0.00909090909090909	5.0	0.1388888888888889	3.0	0.0189873417721519	5.0	0.1851851851851852	3.0	0.024590163934426233
DB_MAG_00085	R02	no_colonization	R02	DB_D_11	colonoscopy	26.7062302614	7.0	0.0457516339869281	1.0	0.08333333333333333	0.0	0.0	0.0	0.0	6.0	0.031914893617021274	32.0	0.11267605633802814	23.0	0.10900473933649288	0.0	0.0	4.0	0.02325581395348837	52.0	0.1566265060240964	0.0	0.0	4.0	0.03571428571428571	1.0	0.00909090909090909	5.0	0.1388888888888889	3.0	0.0189873417721519	5.0	0.1851851851851852	3.0	0.024590163934426233
